date,block_size,difficulty,hashrate,market_cap,mining_profitability,transaction,tweets,price
17-05-2022,793036,3.12511E+13,2.41E+20,5.7663E+11,0.118,278349,166609,30281
18-05-2022,661731,3.12511E+13,2.17E+20,5.64083E+11,0.116,262773,131845,29621
19-05-2022,744359,3.12511E+13,1.97E+20,5.62683E+11,0.117,262357,142912,29546
20-05-2022,776259,3.12511E+13,1.99E+20,5.67946E+11,0.122,266906,147520,29822
21-05-2022,592801,3.12511E+13,1.99E+20,5.58849E+11,0.126,225090,105572,29343
22-05-2022,618324,3.12511E+13,2.17E+20,5.67517E+11,0.106,208925,158680,29797
23-05-2022,613115,3.12511E+13,2.14E+20,5.73479E+11,0.143,264946,142432,30108
24-05-2022,664430,3.12511E+13,2.22E+20,5.58332E+11,0.101,235746,126751,29312
25-05-2022,726142,3.07059E+13,1.97E+20,5.66866E+11,0.139,288698,121921,29758
26-05-2022,650557,2.98974E+13,2.16E+20,5.61148E+11,0.123,262226,111074,29457
27-05-2022,711281,2.98974E+13,2.06E+20,5.50652E+11,0.123,270315,103966,28904
28-05-2022,536211,2.98974E+13,2.18E+20,5.50363E+11,0.124,226646,88240,28888
29-05-2022,513424,2.98974E+13,2.24E+20,5.55266E+11,0.123,207710,91398,29144
30-05-2022,670176,2.98974E+13,2.23E+20,5.82835E+11,0.134,271665,132114,30589
31-05-2022,688068,2.98974E+13,2.17E+20,6.04247E+11,0.135,276127,125285,31711
01-06-2022,700546,2.98974E+13,2.17E+20,5.92549E+11,0.125,272029,117717,31096
02-06-2022,766096,2.98974E+13,1.88E+20,5.72499E+11,0.128,264776,110093,30043
03-06-2022,661919,2.98974E+13,2.03E+20,5.71668E+11,0.135,267374,109165,29998
04-06-2022,552016,2.98974E+13,2.03E+20,5.66078E+11,0.129,218490,94923,29703
05-06-2022,485957,2.98974E+13,2.19E+20,5.68323E+11,0.126,201195,99970,29819
06-06-2022,675438,2.98974E+13,2.17E+20,5.95364E+11,0.137,268771,129536,31237
07-06-2022,595798,2.98974E+13,2.40E+20,5.72215E+11,0.128,263479,141948,30021
08-06-2022,509398,3.01077E+13,2.53E+20,5.80984E+11,0.135,261419,132658,30479
09-06-2022,624614,3.02833E+13,2.46E+20,5.76797E+11,0.114,261959,111562,30258
10-06-2022,616790,3.02833E+13,2.26E+20,5.65695E+11,0.122,261709,120200,29674
11-06-2022,559240,3.02833E+13,2.25E+20,5.50712E+11,0.125,229848,116548,28886
12-06-2022,601309,3.02833E+13,2.11E+20,5.26925E+11,0.105,215346,120204,27638
13-06-2022,800232,3.02833E+13,1.91E+20,4.62327E+11,0.109,272370,226032,24248
14-06-2022,801904,3.02833E+13,2.22E+20,4.22526E+11,0.0936,283085,177975,22160
15-06-2022,705312,3.02833E+13,2.25E+20,4.06623E+11,0.1,296147,168679,21325
16-06-2022,745796,3.02833E+13,2.08E+20,4.08765E+11,0.0791,251134,152572,21436
17-06-2022,799859,3.02833E+13,1.76E+20,3.94328E+11,0.0817,251466,132098,20678
18-06-2022,623960,3.02833E+13,1.98E+20,3.68832E+11,0.0975,247734,209849,19340
19-06-2022,561829,3.02833E+13,2.27E+20,3.67396E+11,0.0715,199644,177172,19264
20-06-2022,619921,3.02833E+13,2.04E+20,3.87014E+11,0.0837,236504,162743,20292
21-06-2022,618388,3.02833E+13,2.15E+20,4.00548E+11,0.093,254288,144041,21000
22-06-2022,701097,3.01396E+13,2.04E+20,3.874E+11,0.0821,255343,132512,20310
23-06-2022,591882,2.95702E+13,2.04E+20,3.91257E+11,0.0972,255061,128157,20512
24-06-2022,712905,2.95702E+13,2.08E+20,4.02209E+11,0.0834,254219,124250,21085
25-06-2022,681650,2.95702E+13,2.16E+20,4.055E+11,0.0942,217866,128224,21256
26-06-2022,907667,2.95702E+13,2.07E+20,4.07541E+11,0.0904,206617,118914,21362
27-06-2022,851535,2.95702E+13,1.97E+20,4.0152E+11,0.0922,258747,154658,21046
28-06-2022,641773,2.95702E+13,2.23E+20,3.94939E+11,0.0862,247934,139768,20700
29-06-2022,652005,2.95702E+13,2.13E+20,3.84162E+11,0.0905,264928,133115,20134
30-06-2022,580536,2.95702E+13,2.28E+20,3.69118E+11,0.0919,271042,147364,19344
01-07-2022,693628,2.95702E+13,2.36E+20,3.72523E+11,0.0707,271740,143053,19522
02-07-2022,612836,2.95702E+13,1.94E+20,3.66788E+11,0.0868,234958,122785,19221
03-07-2022,463076,2.95702E+13,2.11E+20,3.65529E+11,0.0887,206178,108361,19154
04-07-2022,601165,2.95702E+13,2.33E+20,3.72082E+11,0.0759,240242,111257,19496
05-07-2022,712699,2.95702E+13,1.87E+20,3.81631E+11,0.0808,245711,130932,19996
06-07-2022,758574,2.95702E+13,1.81E+20,3.84955E+11,0.091,266991,125527,20169
07-07-2022,665007,2.91555E+13,2.10E+20,3.96388E+11,0.0993,281278,145646,20767
08-07-2022,666354,2.91528E+13,2.24E+20,4.15222E+11,0.0922,268183,120842,21753
09-07-2022,576937,2.91528E+13,1.96E+20,4.12618E+11,0.0942,220574,107656,21615
10-07-2022,461006,2.91528E+13,2.20E+20,4.03459E+11,0.093,199216,104166,21134
11-07-2022,659935,2.91528E+13,1.97E+20,3.90801E+11,0.0813,229359,119029,20470
12-07-2022,645852,2.91528E+13,1.99E+20,3.77228E+11,0.0953,275227,107710,19759
13-07-2022,700720,2.91528E+13,1.86E+20,3.74282E+11,0.0747,222547,114287,19603
14-07-2022,814337,2.91528E+13,1.71E+20,3.85168E+11,0.0953,286770,116890,20173
15-07-2022,693547,2.91528E+13,1.93E+20,3.96804E+11,0.0982,269127,103145,20781
16-07-2022,542490,2.91528E+13,2.13E+20,3.98448E+11,0.0922,226490,105801,20866
17-07-2022,607090,2.91528E+13,1.95E+20,4.05266E+11,0.0859,202033,110126,21223
18-07-2022,662786,2.91528E+13,1.91E+20,4.1643E+11,0.0959,247764,162147,21806
19-07-2022,746068,2.91528E+13,1.89E+20,4.29956E+11,0.106,279812,166338,22514
20-07-2022,717017,2.91528E+13,1.92E+20,4.50105E+11,0.0996,260069,164476,23568
21-07-2022,719470,2.88271E+13,1.91E+20,4.38066E+11,0.107,273837,161933,22936
22-07-2022,661528,2.76926E+13,1.89E+20,4.42078E+11,0.104,263144,129257,23145
23-07-2022,516219,2.76926E+13,1.85E+20,4.30004E+11,0.119,223590,121141,22512
24-07-2022,467714,2.76926E+13,2.18E+20,4.32568E+11,0.103,199762,96410,22645
25-07-2022,652878,2.76926E+13,2.12E+20,4.19495E+11,0.093,253275,111431,21960
26-07-2022,611243,2.76926E+13,2.12E+20,4.01777E+11,0.101,264701,116187,21031
27-07-2022,548527,2.76926E+13,2.26E+20,4.13418E+11,0.0997,255765,113900,21639
28-07-2022,726146,2.76926E+13,2.07E+20,4.45353E+11,0.101,287113,127418,23310
29-07-2022,684817,2.76926E+13,1.98E+20,4.56402E+11,0.112,281462,116986,23887
30-07-2022,620890,2.76926E+13,1.95E+20,4.5925E+11,0.101,232567,114699,24035
31-07-2022,495196,2.76926E+13,1.88E+20,4.53514E+11,0.121,208890,130837,23734
01-08-2022,697226,2.76926E+13,1.94E+20,4.43852E+11,0.104,249474,122241,23227
02-08-2022,605054,2.76926E+13,2.17E+20,4.39028E+11,0.104,266813,113295,22973
03-08-2022,693816,2.76926E+13,2.05E+20,4.42943E+11,0.104,281892,115306,23177
04-08-2022,748202,2.79154E+13,1.85E+20,4.36708E+11,0.104,279575,106506,22850
05-08-2022,623229,2.81747E+13,2.05E+20,4.40818E+11,0.107,268313,113397,23064
06-08-2022,535456,2.81747E+13,2.10E+20,4.43301E+11,0.112,237516,97751,23192
07-08-2022,452568,2.81747E+13,2.31E+20,4.41142E+11,0.1,196002,100038,23078
08-08-2022,633712,2.81747E+13,2.17E+20,4.5473E+11,0.1,256438,130487,23788
09-08-2022,656614,2.81747E+13,1.98E+20,4.48182E+11,0.108,256090,116106,23444
10-08-2022,664006,2.81747E+13,2.08E+20,4.47373E+11,0.106,264418,126500,23401
11-08-2022,706929,2.81747E+13,2.00E+20,4.6604E+11,0.109,287216,150601,24376
12-08-2022,638365,2.81747E+13,2.05E+20,4.5846E+11,0.114,273507,152281,23979
13-08-2022,580425,2.81747E+13,2.08E+20,4.68283E+11,0.104,233169,97319,24491
14-08-2022,610705,2.81747E+13,1.77E+20,4.68651E+11,0.116,205217,105992,24509
15-08-2022,623621,2.81747E+13,2.07E+20,4.64022E+11,0.107,241789,123834,24266
16-08-2022,662398,2.81747E+13,2.07E+20,4.58422E+11,0.109,273748,128725,23972
17-08-2022,714954,2.81747E+13,2.02E+20,4.53349E+11,0.0964,255998,134282,23706
18-08-2022,756463,2.82754E+13,1.83E+20,4.47822E+11,0.117,291777,101200,23416
19-08-2022,572958,2.83516E+13,2.29E+20,4.17917E+11,0.107,279732,132626,21851
20-08-2022,536035,2.83516E+13,2.41E+20,4.04921E+11,0.0827,222573,108997,21170
21-08-2022,503826,2.83516E+13,2.02E+20,4.08728E+11,0.0974,205289,99167,21368
22-08-2022,614410,2.83516E+13,2.08E+20,4.06742E+11,0.0937,250389,122386,21263
23-08-2022,549978,2.83516E+13,2.20E+20,4.09174E+11,0.106,256756,116940,21389
24-08-2022,631481,2.83516E+13,2.34E+20,4.1078E+11,0.0846,256460,118005,21472
25-08-2022,585934,2.83516E+13,2.10E+20,4.13201E+11,0.104,260301,108145,21598
26-08-2022,546176,2.83516E+13,2.46E+20,4.0509E+11,0.0955,262546,108883,21173
27-08-2022,582243,2.83516E+13,2.11E+20,3.84954E+11,0.0872,225275,100340,20119
28-08-2022,472987,2.83516E+13,2.31E+20,3.82581E+11,0.0878,201948,99479,19994
29-08-2022,618180,2.83516E+13,2.14E+20,3.82164E+11,0.0928,252078,115810,19971
30-08-2022,601832,2.83516E+13,2.27E+20,3.8543E+11,0.091,262283,102764,20141
31-08-2022,664089,3.02937E+13,2.35E+20,3.86564E+11,0.0797,260279,111395,20199
01-09-2022,691961,3.09771E+13,2.19E+20,3.82172E+11,0.0801,267884,103669,19969
02-09-2022,758572,3.09771E+13,2.07E+20,3.84474E+11,0.0799,270459,104870,20088
03-09-2022,644226,3.09771E+13,1.94E+20,3.79741E+11,0.0954,242450,87621,19840
04-09-2022,480553,3.09771E+13,2.65E+20,3.78982E+11,0.0793,204370,83846,19799
05-09-2022,630401,3.09771E+13,2.42E+20,3.78824E+11,0.0794,250026,99478,19790
06-09-2022,669806,3.09771E+13,2.32E+20,3.7529E+11,0.0764,267983,111495,19605
07-09-2022,673514,3.09771E+13,2.24E+20,3.61814E+11,0.0782,265093,120149,18900
08-09-2022,750800,3.09771E+13,2.05E+20,3.68618E+11,0.0761,262736,115472,19254
09-09-2022,748033,3.09771E+13,2.17E+20,3.9673E+11,0.0895,290702,122983,20722
10-09-2022,566328,3.09771E+13,2.45E+20,4.09525E+11,0.0868,241779,103559,21389
11-09-2022,466140,3.09771E+13,2.61E+20,4.1379E+11,0.0956,220178,98651,21610
12-09-2022,657006,3.09771E+13,2.47E+20,4.23681E+11,0.0868,268818,123710,22126
13-09-2022,674199,3.11252E+13,2.35E+20,4.12601E+11,0.0801,259971,132658,21546
14-09-2022,758815,3.20454E+13,2.00E+20,3.87262E+11,0.082,270182,104602,20222
15-09-2022,668067,3.20454E+13,2.25E+20,3.82832E+11,0.0833,276894,97392,19990
16-09-2022,716263,3.20454E+13,2.24E+20,3.77388E+11,0.072,261233,94594,19705
17-09-2022,546136,3.20454E+13,2.34E+20,3.82034E+11,0.092,247693,89938,19946
18-09-2022,502609,3.20454E+13,2.62E+20,3.80489E+11,0.0738,212242,93136,19865
19-09-2022,673174,3.20454E+13,2.31E+20,3.63992E+11,0.0678,253665,117690,19002
20-09-2022,636779,3.20454E+13,2.25E+20,3.67474E+11,0.0824,269621,128782,19183
21-09-2022,631237,3.20454E+13,2.32E+20,3.64245E+11,0.0735,260783,151590,19014
22-09-2022,661123,3.20454E+13,2.22E+20,3.63493E+11,0.0696,245666,124415,18974
23-09-2022,739557,3.20454E+13,2.03E+20,3.65205E+11,0.0807,281284,107393,19062
24-09-2022,549972,3.20454E+13,2.21E+20,3.65525E+11,0.0797,227894,100957,19078
25-09-2022,522379,3.20454E+13,2.39E+20,3.63752E+11,0.0739,211862,99191,18985
26-09-2022,636617,3.20454E+13,2.35E+20,3.64319E+11,0.0769,259161,124507,19013
27-09-2022,767417,3.20454E+13,2.13E+20,3.78258E+11,0.0764,270988,129870,19740
28-09-2022,599854,3.14199E+13,2.27E+20,3.66368E+11,0.0802,263898,121853,19119
29-09-2022,669792,3.13605E+13,2.32E+20,3.71742E+11,0.0758,267199,125181,19398
30-09-2022,610945,3.13605E+13,2.42E+20,3.74232E+11,0.0864,286503,122873,19527
01-10-2022,496723,3.13605E+13,2.69E+20,3.70447E+11,0.0822,241812,90812,19328
02-10-2022,517865,3.13605E+13,2.72E+20,3.68593E+11,0.07,213489,91981,19231
03-10-2022,646623,3.13605E+13,2.39E+20,3.70133E+11,0.0787,273666,110767,19310
04-10-2022,592367,3.13605E+13,2.54E+20,3.82182E+11,0.0807,278581,126937,19938
05-10-2022,516042,3.13605E+13,2.79E+20,3.85831E+11,0.0797,266846,110730,20127
06-10-2022,611982,3.13605E+13,2.45E+20,3.8638E+11,0.0827,278045,107362,20154
07-10-2022,643658,3.13605E+13,2.54E+20,3.79045E+11,0.084,270020,102523,19771
08-10-2022,464821,3.13605E+13,2.71E+20,3.73691E+11,0.0791,235323,92336,19490
09-10-2022,480214,3.13605E+13,2.70E+20,3.72835E+11,0.0715,211080,96752,19445
10-10-2022,548569,3.37387E+13,2.62E+20,3.7061E+11,0.078,258118,118872,19328
11-10-2022,580630,3.56108E+13,2.95E+20,3.65684E+11,0.064,266294,111814,19070
12-10-2022,649768,3.56108E+13,2.66E+20,3.66614E+11,0.0623,261059,112252,19117
13-10-2022,786187,3.56108E+13,2.35E+20,3.64939E+11,0.0736,280950,128680,19029
14-10-2022,809070,3.56108E+13,2.78E+20,3.7436E+11,0.0696,284492,110540,19519
15-10-2022,579120,3.56108E+13,2.65E+20,3.67155E+11,0.0692,241606,105449,19143
16-10-2022,530870,3.56108E+13,2.77E+20,3.67583E+11,0.0629,212775,105755,19164
17-10-2022,609248,3.56108E+13,2.55E+20,3.72072E+11,0.0722,260321,116159,19397
18-10-2022,810379,3.56108E+13,2.57E+20,3.73609E+11,0.0684,257552,111263,19476
19-10-2022,864542,3.56108E+13,2.64E+20,3.68627E+11,0.0698,263366,108343,19216
20-10-2022,637149,3.56108E+13,2.62E+20,3.6684E+11,0.067,263841,105699,19122
21-10-2022,640477,3.56108E+13,2.68E+20,3.65727E+11,0.0701,270585,104532,19063
22-10-2022,604395,3.56108E+13,2.70E+20,3.67913E+11,0.061,232961,98768,19176
23-10-2022,507659,3.56266E+13,2.59E+20,3.6962E+11,0.0725,217717,105347,19264
24-10-2022,694992,3.68357E+13,2.52E+20,3.714E+11,0.0662,264350,101951,19356
25-10-2022,662417,3.68357E+13,2.49E+20,3.75952E+11,0.0614,248418,156531,19592
26-10-2022,738348,3.68357E+13,2.48E+20,3.942E+11,0.0823,305914,445,20542
27-10-2022,697009,3.68357E+13,2.71E+20,3.95891E+11,0.0656,267860,122551,20629
28-10-2022,618956,3.68357E+13,2.64E+20,3.91335E+11,0.0782,282876,101452,20391
29-10-2022,620090,3.68357E+13,2.87E+20,3.98917E+11,0.0657,252518,96943,20785
30-10-2022,601885,3.68357E+13,2.47E+20,3.97805E+11,0.0718,222003,93623,20726
31-10-2022,592939,3.68357E+13,2.83E+20,3.93748E+11,0.0795,283952,130807,20514
01-11-2022,682807,3.68357E+13,2.85E+20,3.93582E+11,0.0659,276048,117865,20504
02-11-2022,689706,3.68357E+13,2.63E+20,3.91837E+11,0.0605,257345,117496,20412
03-11-2022,630867,3.68357E+13,2.62E+20,3.88843E+11,0.0808,296875,108848,20255
04-11-2022,722422,3.68357E+13,2.64E+20,3.97337E+11,0.0648,281386,121704,20697
05-11-2022,623564,3.68357E+13,2.55E+20,4.09607E+11,0.0803,257047,109155,21335
06-11-2022,592105,3.68357E+13,2.76E+20,4.07427E+11,0.067,223267,99840,21220
07-11-2022,646060,3.67668E+13,2.68E+20,3.98831E+11,0.071,264725,114921,20772
08-11-2022,649889,3.67622E+13,2.65E+20,3.75768E+11,0.0769,295615,143108,19570
09-11-2022,707950,3.67622E+13,2.82E+20,3.36404E+11,0.0593,292116,196136,17519
10-11-2022,712819,3.67622E+13,2.81E+20,3.24822E+11,0.0567,292684,152541,16915
11-11-2022,725918,3.67622E+13,2.35E+20,3.22863E+11,0.0614,284333,124161,16812
12-11-2022,599293,3.67622E+13,2.99E+20,3.23605E+11,0.0597,239087,111941,16850
13-11-2022,681895,3.67622E+13,2.55E+20,3.19844E+11,0.0538,227515,106990,16653
14-11-2022,741080,3.67622E+13,2.48E+20,3.16133E+11,0.0525,242293,145064,16459
15-11-2022,885462,3.67622E+13,2.48E+20,3.23277E+11,0.0682,282935,126661,16830
16-11-2022,894676,3.67622E+13,2.72E+20,3.20796E+11,0.0597,268223,118527,16700
17-11-2022,897199,3.67622E+13,2.72E+20,3.19062E+11,0.0548,248327,201128,16609
18-11-2022,874620,3.67622E+13,2.47E+20,3.21562E+11,0.0618,281952,129206,16739
19-11-2022,823229,3.67622E+13,2.62E+20,3.19768E+11,0.0601,260547,127777,16645
20-11-2022,728648,3.67736E+13,2.79E+20,3.18791E+11,0.0566,229774,128270,16593
21-11-2022,777506,3.69505E+13,2.47E+20,3.08245E+11,0.054,270650,156187,16043
22-11-2022,724629,3.69505E+13,2.44E+20,3.0638E+11,0.0532,253109,139292,15946
23-11-2022,773006,3.69505E+13,2.49E+20,3.16482E+11,0.0602,273856,132170,16471
24-11-2022,797080,3.69505E+13,2.40E+20,3.19066E+11,0.0577,254510,131430,16604
25-11-2022,775544,3.69505E+13,2.43E+20,3.1698E+11,0.0541,258218,145579,16495
26-11-2022,802707,3.69505E+13,2.05E+20,3.18257E+11,0.0571,229626,120721,16561
27-11-2022,623461,3.69505E+13,2.32E+20,3.17908E+11,0.0618,222536,169345,16542
28-11-2022,705801,3.69505E+13,2.44E+20,3.1162E+11,0.0592,262497,107897,16214
29-11-2022,717977,3.69505E+13,2.52E+20,3.15463E+11,0.0549,271381,100130,16413
30-11-2022,679051,3.69505E+13,2.62E+20,3.24782E+11,0.0575,271278,133079,16898
01-12-2022,680427,3.69505E+13,2.69E+20,3.27903E+11,0.0625,285314,113755,17059
02-12-2022,748371,3.69505E+13,2.53E+20,3.26053E+11,0.0543,271600,93412,16962
03-12-2022,709923,3.69505E+13,2.27E+20,3.26294E+11,0.0629,250820,83177,16974
04-12-2022,602446,3.69505E+13,2.47E+20,3.27128E+11,0.0614,219670,89870,17017
05-12-2022,689312,3.69505E+13,2.55E+20,3.30142E+11,0.0628,273918,112551,17173
06-12-2022,696357,3.44648E+13,2.57E+20,3.26801E+11,0.0573,262303,120551,16998
07-12-2022,548032,3.42443E+13,2.56E+20,3.2465E+11,0.0723,272156,105786,16885
08-12-2022,538376,3.42443E+13,2.91E+20,3.25527E+11,0.0615,263671,104067,16930
09-12-2022,676547,3.42443E+13,2.76E+20,3.30514E+11,0.0599,265516,96787,17188
10-12-2022,832457,3.42443E+13,2.52E+20,3.29973E+11,0.0663,241514,83624,17159
11-12-2022,517261,3.42443E+13,2.56E+20,3.2996E+11,0.0622,217641,95331,17158
12-12-2022,634041,3.42443E+13,2.53E+20,3.26935E+11,0.0608,262503,107250,17000
13-12-2022,593414,3.42443E+13,2.51E+20,3.35887E+11,0.0727,287059,104973,17464
14-12-2022,655189,3.42443E+13,2.80E+20,3.43776E+11,0.0599,276293,123880,17874
15-12-2022,676220,3.42443E+13,2.37E+20,3.38217E+11,0.0659,276574,111475,17584
16-12-2022,660280,3.42443E+13,2.52E+20,3.28932E+11,0.0562,254046,108929,17100
17-12-2022,703268,3.42443E+13,2.16E+20,3.21216E+11,0.0679,263062,89303,16699
18-12-2022,511467,3.42443E+13,2.36E+20,3.21956E+11,0.065,212528,81518,16736
19-12-2022,706111,3.46066E+13,2.55E+20,3.20877E+11,0.0569,258960,100038,16679
20-12-2022,665567,3.53641E+13,2.38E+20,3.22974E+11,0.063,268753,90756,16788
21-12-2022,653348,3.53641E+13,2.47E+20,3.23809E+11,0.062,272348,88992,16830
22-12-2022,676142,3.53641E+13,2.42E+20,3.22835E+11,0.0596,271046,88226,16779
23-12-2022,687490,3.53641E+13,2.50E+20,3.23831E+11,0.0566,273794,110257,16830
24-12-2022,808184,3.53641E+13,1.90E+20,3.23864E+11,0.0509,213250,84020,16831
25-12-2022,518129,3.53641E+13,2.07E+20,3.23657E+11,0.0727,205173,86375,16820
26-12-2022,597681,3.53641E+13,2.30E+20,3.24261E+11,0.0603,223375,98656,16850
27-12-2022,706675,3.53641E+13,2.12E+20,3.23439E+11,0.0589,239244,85632,16807
28-12-2022,542347,3.53641E+13,2.53E+20,3.20239E+11,0.0704,272781,107117,16640
29-12-2022,692913,3.53641E+13,2.74E+20,3.19323E+11,0.0545,265814,96225,16591
30-12-2022,725552,3.53641E+13,2.54E+20,3.18539E+11,0.0658,290857,97462,16550
31-12-2022,573296,3.53641E+13,2.94E+20,3.18944E+11,0.0557,242169,77382,16570
