date,block_size,difficulty,hashrate,market_cap,mining_profitability,transaction,tweets,price
01-01-2018,966169,1.92258E+12,1.50E+19,2.26661E+11,2.174,241601,62044,13523
02-01-2018,968332,1.93114E+12,1.60E+19,2.33415E+11,2.431,340809,77723,13924
03-01-2018,975882,1.93114E+12,1.49E+19,2.51929E+11,2.737,395806,79086,15027
04-01-2018,975713,1.93114E+12,1.64E+19,2.49552E+11,2.606,424840,74534,14883
05-01-2018,974894,1.93114E+12,1.50E+19,2.66323E+11,2.631,342564,76404,15881
06-01-2018,971532,1.93114E+12,1.49E+19,2.81493E+11,3.139,358679,62977,16784
07-01-2018,973489,1.93114E+12,1.58E+19,2.80671E+11,2.865,368025,67259,16733
08-01-2018,955491,1.93114E+12,1.56E+19,2.59615E+11,2.754,345506,30585,15476
09-01-2018,971298,1.93114E+12,1.59E+19,2.52344E+11,2.653,360101,80932,15041
10-01-2018,970310,1.93114E+12,1.65E+19,2.40422E+11,2.427,347227,82357,14328
11-01-2018,957442,1.93114E+12,1.69E+19,2.32652E+11,2.554,337766,100333,13863
12-01-2018,979452,1.93114E+12,1.78E+19,2.3246E+11,2.217,299913,80737,13850
13-01-2018,947784,2.13425E+12,1.79E+19,2.41095E+11,1.921,265586,63396,14363
14-01-2018,972098,2.22785E+12,1.68E+19,2.32028E+11,2.003,234890,65657,13821
15-01-2018,968469,2.22785E+12,1.62E+19,2.33914E+11,2.053,273473,76852,13932
16-01-2018,964211,2.22785E+12,1.70E+19,2.05785E+11,1.867,303566,102135,12255
17-01-2018,961005,2.22785E+12,1.94E+19,1.80486E+11,1.529,315604,111394,10747
18-01-2018,965294,2.22785E+12,1.86E+19,1.9418E+11,1.748,309322,100366,11561
19-01-2018,965425,2.22785E+12,1.72E+19,1.94183E+11,1.717,243454,57244,11560
20-01-2018,947155,2.22785E+12,2.07E+19,2.10739E+11,1.607,240433,75149,12544
21-01-2018,948330,2.22785E+12,2.01E+19,2.01358E+11,1.6,215435,76295,11984
22-01-2018,970602,2.22785E+12,1.96E+19,1.88495E+11,1.373,245395,93708,11217
23-01-2018,973223,2.22785E+12,2.01E+19,1.81519E+11,1.345,271759,81995,10800
24-01-2018,966769,2.22785E+12,1.87E+19,1.86488E+11,1.474,250247,78855,11094
25-01-2018,953261,2.46059E+12,2.13E+19,1.91386E+11,1.174,236422,79509,11384
26-01-2018,960456,2.60308E+12,1.94E+19,1.86381E+11,1.227,220304,73227,11085
27-01-2018,939838,2.60308E+12,2.06E+19,1.89912E+11,1.166,193421,63956,11294
28-01-2018,935922,2.60308E+12,1.90E+19,1.96924E+11,1.316,213288,66645,11710
29-01-2018,925391,2.60308E+12,2.00E+19,1.91268E+11,1.136,232028,82322,11372
30-01-2018,901063,2.60308E+12,2.17E+19,1.81354E+11,1.115,236442,84246,10781
31-01-2018,944705,2.60308E+12,1.81E+19,1.70826E+11,0.912,204159,81651,10154
01-02-2018,958674,2.60308E+12,1.76E+19,1.64127E+11,1.226,257504,93008,9755
02-02-2018,941242,2.60308E+12,2.18E+19,1.47199E+11,0.952,235750,102640,8748
03-02-2018,916645,2.60308E+12,2.11E+19,1.52993E+11,0.914,194733,76444,9091
04-02-2018,889806,2.60308E+12,2.10E+19,1.48553E+11,0.981,173509,78202,8826
05-02-2018,899185,2.60308E+12,2.45E+19,1.29685E+11,0.781,216178,99959,7704
06-02-2018,961110,2.60787E+12,2.32E+19,1.15363E+11,0.676,243950,109734,6852
07-02-2018,945530,2.87467E+12,2.06E+19,1.33575E+11,0.727,213578,95072,7933
08-02-2018,944714,2.87467E+12,2.10E+19,1.39028E+11,0.677,173158,101569,8256
09-02-2018,957285,2.87467E+12,1.84E+19,1.39778E+11,0.803,177725,89542,8300
10-02-2018,947466,2.87467E+12,1.90E+19,1.46372E+11,0.858,181640,77570,8691
11-02-2018,946795,2.87467E+12,2.28E+19,1.38688E+11,0.704,147057,75335,8234
12-02-2018,941726,2.87467E+12,2.23E+19,1.45923E+11,0.834,186752,83783,8662
13-02-2018,946217,2.87467E+12,2.41E+19,1.45847E+11,0.761,182820,73084,8657
14-02-2018,940502,2.87467E+12,2.38E+19,1.52574E+11,0.875,196238,72888,9055
15-02-2018,945634,2.87467E+12,2.11E+19,1.65796E+11,0.793,198052,74208,9838
16-02-2018,896942,2.87467E+12,2.13E+19,1.69517E+11,0.955,187581,74964,10058
17-02-2018,912798,2.87467E+12,2.33E+19,1.80572E+11,0.88,173640,69716,10713
18-02-2018,917076,2.87467E+12,2.20E+19,1.81592E+11,1.012,159333,62968,10772
19-02-2018,937515,2.87467E+12,2.30E+19,1.83808E+11,0.986,187205,69225,10902
20-02-2018,917160,2.96785E+12,2.11E+19,1.94767E+11,0.993,198314,75215,11551
21-02-2018,905555,3.00738E+12,2.48E+19,1.82989E+11,0.942,205032,69562,10851
22-02-2018,840932,3.00738E+12,2.43E+19,1.7414E+11,0.808,183086,66124,10325
23-02-2018,921250,3.00738E+12,2.20E+19,1.69457E+11,0.88,185045,62576,10046
24-02-2018,965935,3.00738E+12,2.10E+19,1.68273E+11,0.905,154389,56616,9975
25-02-2018,660554,3.00738E+12,2.43E+19,1.62793E+11,0.865,144698,63393,9649
26-02-2018,908912,3.00738E+12,2.22E+19,1.67712E+11,0.81,186333,66533,9939
27-02-2018,916653,3.00738E+12,2.36E+19,1.78457E+11,0.92,219464,64827,10575
28-02-2018,920691,3.00738E+12,2.49E+19,1.7901E+11,0.847,189068,68823,10607
01-03-2018,915244,3.00738E+12,2.24E+19,1.80035E+11,1.005,233579,61852,10666
02-03-2018,748187,3.00738E+12,2.42E+19,1.85729E+11,0.907,194917,61317,11002
03-03-2018,897100,3.00738E+12,2.52E+19,1.91875E+11,1.031,176844,null,11365
04-03-2018,907250,3.00738E+12,2.42E+19,1.90323E+11,0.877,160083,null,11271
05-03-2018,902413,3.23358E+12,2.50E+19,1.94833E+11,0.88,201289,null,11537
06-03-2018,920991,3.29061E+12,2.46E+19,1.86646E+11,0.894,205860,null,11051
07-03-2018,907635,3.29061E+12,2.64E+19,1.76145E+11,0.789,213821,null,10428
08-03-2018,911747,3.29061E+12,2.54E+19,1.64272E+11,0.788,196260,null,9724
09-03-2018,903812,3.29061E+12,2.59E+19,1.50827E+11,0.64,198034,null,8927
10-03-2018,902103,3.29061E+12,2.34E+19,1.5634E+11,0.708,156088,null,9252
11-03-2018,917527,3.29061E+12,2.24E+19,1.5319E+11,0.789,150731,null,9065
12-03-2018,834110,3.29061E+12,2.69E+19,1.59831E+11,0.718,188233,null,9457
13-03-2018,800702,3.29061E+12,2.72E+19,1.54998E+11,0.687,195982,null,9170
14-03-2018,642697,3.29061E+12,2.44E+19,1.48575E+11,0.662,190898,null,8789
15-03-2018,660821,3.29061E+12,2.32E+19,1.37347E+11,0.642,206042,null,8124
16-03-2018,584100,3.29061E+12,2.44E+19,1.40798E+11,0.675,186823,null,8327
17-03-2018,433442,3.29061E+12,2.57E+19,1.36958E+11,0.594,154347,null,8099
18-03-2018,600309,3.3817E+12,2.47E+19,1.30161E+11,0.596,164250,null,7696
19-03-2018,564826,3.46254E+12,2.70E+19,1.41407E+11,0.609,191373,null,8360
20-03-2018,672613,3.46254E+12,2.41E+19,1.46173E+11,0.58,195041,null,8641
21-03-2018,575457,3.46254E+12,2.45E+19,1.52287E+11,0.708,194694,null,9002
22-03-2018,685224,3.46254E+12,2.49E+19,1.49043E+11,0.641,185044,null,8809
23-03-2018,684516,3.46254E+12,2.27E+19,1.44661E+11,0.635,179685,null,8549
24-03-2018,483981,3.46254E+12,2.63E+19,1.5029E+11,0.665,156931,null,8881
25-03-2018,468670,3.46254E+12,2.49E+19,1.44863E+11,0.588,135139,null,8559
26-03-2018,603813,3.46254E+12,2.49E+19,1.39414E+11,0.628,187700,null,8236
27-03-2018,625408,3.46254E+12,2.56E+19,1.35133E+11,0.601,186913,null,7983
28-03-2018,603242,3.46254E+12,2.57E+19,1.34425E+11,0.529,177386,null,7940
29-03-2018,564549,3.46254E+12,2.44E+19,1.27798E+11,0.597,192259,null,7548
30-03-2018,524121,3.46254E+12,2.78E+19,1.16974E+11,0.51,185778,null,6908
31-03-2018,555531,3.46254E+12,2.46E+19,1.18968E+11,0.463,148489,null,7025
01-04-2018,375247,3.49429E+12,2.53E+19,1.15613E+11,0.551,134967,null,6826
02-04-2018,474973,3.51106E+12,2.75E+19,1.18637E+11,0.502,168022,null,7004
03-04-2018,565505,3.51106E+12,2.77E+19,1.24442E+11,0.546,198756,null,7345
04-04-2018,593058,3.51106E+12,2.64E+19,1.20411E+11,0.502,185563,null,7107
05-04-2018,539654,3.51106E+12,2.68E+19,1.14887E+11,0.5,181676,null,6780
06-04-2018,698771,3.51106E+12,2.62E+19,1.13096E+11,0.448,172751,null,6673
07-04-2018,466690,3.51106E+12,2.90E+19,1.17216E+11,0.543,154459,52476,6916
08-04-2018,361859,3.51106E+12,2.83E+19,1.1899E+11,0.505,138374,52796,7020
09-04-2018,618370,3.51106E+12,2.83E+19,1.17277E+11,0.454,176416,59029,6918
10-04-2018,582899,3.51106E+12,2.64E+19,1.15382E+11,0.535,186251,59044,6805
11-04-2018,533398,3.51106E+12,2.86E+19,1.17206E+11,0.492,183087,61072,6912
12-04-2018,687889,3.51106E+12,2.79E+19,1.24732E+11,0.517,210725,68886,7355
13-04-2018,599442,3.51106E+12,2.77E+19,1.35829E+11,0.608,217117,64178,8008
14-04-2018,687813,3.79619E+12,3.03E+19,1.36132E+11,0.46,161706,50026,8025
15-04-2018,724206,3.83932E+12,2.76E+19,1.39804E+11,0.615,173868,52494,8241
16-04-2018,742922,3.83932E+12,2.88E+19,1.37504E+11,0.503,195965,56538,8104
17-04-2018,616977,3.83932E+12,2.91E+19,1.37014E+11,0.568,201658,56111,8075
18-04-2018,556115,3.83932E+12,3.05E+19,1.37202E+11,0.536,200580,56720,8085
19-04-2018,520125,3.83932E+12,3.21E+19,1.39895E+11,0.579,213345,57013,8242
20-04-2018,675144,3.83932E+12,3.21E+19,1.43676E+11,0.459,207640,57190,8464
21-04-2018,629873,3.83932E+12,2.74E+19,1.49729E+11,0.649,193816,56176,8820
22-04-2018,455612,3.83932E+12,3.07E+19,1.51337E+11,0.586,171710,59404,8913
23-04-2018,630214,3.83932E+12,3.01E+19,1.51551E+11,0.576,226200,59885,8925
24-04-2018,802056,3.83932E+12,2.92E+19,1.58355E+11,0.656,254334,67323,9325
25-04-2018,887093,3.83932E+12,2.76E+19,1.56791E+11,0.544,213032,65523,9231
26-04-2018,734112,3.83932E+12,2.57E+19,1.5108E+11,0.632,216591,64330,8894
27-04-2018,811835,3.94356E+12,2.60E+19,1.56768E+11,0.65,210977,55754,9228
28-04-2018,713027,4.02206E+12,2.65E+19,1.57142E+11,0.573,203553,49473,9249
29-04-2018,520760,4.02206E+12,3.10E+19,1.59117E+11,0.606,180640,46959,9365
30-04-2018,615747,4.02206E+12,2.96E+19,1.581E+11,0.62,214952,49151,9304
01-05-2018,557445,4.02206E+12,3.17E+19,1.53028E+11,0.571,199801,49777,9004
02-05-2018,701147,4.02206E+12,3.04E+19,1.55153E+11,0.537,212156,48137,9128
03-05-2018,733131,4.02206E+12,2.96E+19,1.59565E+11,0.61,228370,50882,9387
04-05-2018,822574,4.02206E+12,2.96E+19,1.64396E+11,0.577,218931,57751,9670
05-05-2018,611823,4.02206E+12,2.83E+19,1.67376E+11,0.712,202542,50536,9844
06-05-2018,630599,4.02206E+12,3.14E+19,1.64225E+11,0.536,171624,47589,9658
07-05-2018,723610,4.02206E+12,2.79E+19,1.59304E+11,0.643,204913,53424,9367
08-05-2018,782106,4.02206E+12,2.87E+19,1.5787E+11,0.574,217671,52302,9282
09-05-2018,620067,4.02206E+12,3.06E+19,1.56662E+11,0.61,206419,54594,9210
10-05-2018,617854,4.02206E+12,3.24E+19,1.57999E+11,0.559,208807,53621,9288
11-05-2018,838274,4.13812E+12,2.72E+19,1.48441E+11,0.522,213497,55128,8725
12-05-2018,521640,4.14388E+12,3.07E+19,1.43578E+11,0.574,181889,48718,8438
13-05-2018,471471,4.14388E+12,3.32E+19,1.45775E+11,0.484,158646,46131,8566
14-05-2018,725577,4.14388E+12,2.68E+19,1.46285E+11,0.541,209565,52460,8595
15-05-2018,640992,4.14388E+12,3.07E+19,1.47267E+11,0.525,214633,50376,8652
16-05-2018,501526,4.14388E+12,3.32E+19,1.41141E+11,0.566,208284,49167,8291
17-05-2018,719166,4.14388E+12,3.42E+19,1.41255E+11,0.413,192551,47708,8297
18-05-2018,696083,4.14388E+12,2.69E+19,1.38164E+11,0.58,211348,46685,8115
19-05-2018,478420,4.14388E+12,3.09E+19,1.40756E+11,0.524,173120,40643,8266
20-05-2018,457227,4.14388E+12,3.22E+19,1.42684E+11,0.475,158519,41628,8378
21-05-2018,628185,4.14388E+12,2.94E+19,1.44368E+11,0.574,202490,44301,8476
22-05-2018,566484,4.14388E+12,3.45E+19,1.40725E+11,0.458,203186,44097,8261
23-05-2018,611034,4.14388E+12,2.99E+19,1.33151E+11,0.537,223034,49303,7816
24-05-2018,595602,4.21914E+12,3.30E+19,1.28649E+11,0.415,206682,46043,7551
25-05-2018,505600,4.30695E+12,3.50E+19,1.27913E+11,0.478,196005,42093,7507
26-05-2018,396972,4.30695E+12,3.48E+19,1.2811E+11,0.443,158621,38020,7517
27-05-2018,367679,4.30695E+12,3.57E+19,1.25209E+11,0.425,144140,43809,7346
28-05-2018,580565,4.30695E+12,3.44E+19,1.23986E+11,0.419,188907,44801,7274
29-05-2018,676449,4.30695E+12,3.26E+19,1.24635E+11,0.396,204630,46903,7311
30-05-2018,515774,4.30695E+12,3.24E+19,1.27094E+11,0.505,203903,51863,7454
31-05-2018,553455,4.30695E+12,3.69E+19,1.28175E+11,0.437,209356,47154,7517
01-06-2018,588453,4.30695E+12,3.60E+19,1.27927E+11,0.437,205315,45316,7501
02-06-2018,503723,4.30695E+12,3.60E+19,1.29878E+11,0.405,174345,41760,7615
03-06-2018,672304,4.30695E+12,3.38E+19,1.31442E+11,0.469,163280,41999,7706
04-06-2018,933077,4.30695E+12,3.58E+19,1.29561E+11,0.49,209733,46104,7594
05-06-2018,725406,4.41559E+12,4.22E+19,1.28194E+11,0.393,212726,46860,7513
06-06-2018,850900,4.9407E+12,3.82E+19,1.3002E+11,0.37,206270,45323,7619
07-06-2018,941450,4.9407E+12,3.45E+19,1.3155E+11,0.404,207484,48259,7708
08-06-2018,752551,4.9407E+12,3.69E+19,1.30576E+11,0.378,200234,46310,7650
09-06-2018,513263,4.9407E+12,3.57E+19,1.30636E+11,0.387,171163,38889,7653
10-06-2018,595312,4.9407E+12,3.26E+19,1.22066E+11,0.352,179682,40585,7150
11-06-2018,642270,4.9407E+12,3.35E+19,1.15544E+11,0.359,213056,45487,6767
12-06-2018,877130,4.9407E+12,3.53E+19,1.15688E+11,0.353,214450,46551,6775
13-06-2018,750706,4.9407E+12,3.55E+19,1.10301E+11,0.332,211686,51652,6459
14-06-2018,580322,4.9407E+12,3.71E+19,1.11266E+11,0.34,209876,47079,6515
15-06-2018,661877,4.9407E+12,3.53E+19,1.12166E+11,0.36,205708,39786,6567
16-06-2018,381750,4.9407E+12,4.02E+19,1.10725E+11,0.337,158924,36471,6482
17-06-2018,398541,4.9407E+12,4.13E+19,1.11628E+11,0.314,144751,37164,6534
18-06-2018,508974,4.9407E+12,3.83E+19,1.11806E+11,0.353,196141,46282,6543
19-06-2018,758568,5.02455E+12,3.94E+19,1.15124E+11,0.346,191650,45018,6737
20-06-2018,938352,5.0775E+12,3.85E+19,1.14477E+11,0.373,198734,41009,6698
21-06-2018,491396,5.0775E+12,4.29E+19,1.15453E+11,0.346,197943,38835,6755
22-06-2018,629705,5.0775E+12,4.02E+19,1.091E+11,0.311,203993,41721,6382
23-06-2018,438579,5.0775E+12,3.73E+19,1.05081E+11,0.335,163135,36776,6146
24-06-2018,387458,5.0775E+12,4.49E+19,1.03336E+11,0.292,157851,36953,6044
25-06-2018,791194,5.0775E+12,4.12E+19,1.06454E+11,0.302,200016,42286,6225
26-06-2018,931120,5.0775E+12,3.73E+19,1.06599E+11,0.31,195258,43429,6233
27-06-2018,926342,5.0775E+12,3.60E+19,1.04817E+11,0.263,187980,40206,6128
28-06-2018,561689,5.0775E+12,3.47E+19,1.04693E+11,0.351,187467,41574,6120
29-06-2018,589825,5.0775E+12,3.66E+19,1.0154E+11,0.311,197730,41392,5935
30-06-2018,841851,5.0775E+12,3.73E+19,1.09197E+11,0.306,180924,35882,6382
01-07-2018,586864,5.0775E+12,3.72E+19,1.09311E+11,0.318,156100,32183,6388
02-07-2018,826901,5.17289E+12,3.86E+19,1.10882E+11,0.3,199153,40449,6479
03-07-2018,936148,5.36368E+12,3.32E+19,1.13198E+11,0.294,216631,43042,6614
04-07-2018,779920,5.36368E+12,3.43E+19,1.12828E+11,0.326,206654,40065,6592
05-07-2018,637426,5.36368E+12,3.50E+19,1.13018E+11,0.327,199463,38128,6602
06-07-2018,554946,5.36368E+12,4.01E+19,1.12464E+11,0.331,200833,38468,6569
07-07-2018,434984,5.36368E+12,4.25E+19,1.13192E+11,0.306,170004,32273,6611
08-07-2018,480685,5.36368E+12,4.08E+19,1.15733E+11,0.33,155527,31005,6759
09-07-2018,909438,5.36368E+12,3.94E+19,1.15417E+11,0.294,206410,37804,6739
10-07-2018,815377,5.36368E+12,3.93E+19,1.116E+11,0.313,215914,39826,6516
11-07-2018,837975,5.36368E+12,3.84E+19,1.09621E+11,0.285,202468,39901,6400
12-07-2018,868217,5.36368E+12,3.66E+19,1.0711E+11,0.304,203394,39007,6252
13-07-2018,868271,5.36368E+12,3.89E+19,1.07191E+11,0.29,207761,37794,6256
14-07-2018,892932,5.36368E+12,3.51E+19,1.07148E+11,0.298,176342,30839,6253
15-07-2018,635173,5.36368E+12,3.58E+19,1.08676E+11,0.298,161018,32485,6342
16-07-2018,742385,5.36368E+12,3.53E+19,1.12027E+11,0.282,207722,41799,6537
17-07-2018,720678,5.19962E+12,3.54E+19,1.18074E+11,0.392,233807,45432,6889
18-07-2018,890893,5.17867E+12,4.31E+19,1.27066E+11,0.38,238595,42923,7413
19-07-2018,596242,5.17867E+12,4.43E+19,1.26847E+11,0.362,224868,39629,7399
20-07-2018,649260,5.17867E+12,4.34E+19,1.27394E+11,0.333,225375,38529,7430
21-07-2018,569464,5.17867E+12,3.92E+19,1.26089E+11,0.324,184666,33267,7353
22-07-2018,361544,5.17867E+12,3.91E+19,1.27854E+11,0.437,166947,32189,7455
23-07-2018,707695,5.17867E+12,4.53E+19,1.31743E+11,0.356,229314,39877,7681
24-07-2018,750648,5.17867E+12,4.28E+19,1.38404E+11,0.38,259199,48202,8068
25-07-2018,804711,5.17867E+12,4.23E+19,1.41611E+11,0.437,250031,41673,8254
26-07-2018,621427,5.17867E+12,4.46E+19,1.40686E+11,0.383,231514,39978,8199
27-07-2018,741179,5.17867E+12,4.05E+19,1.37647E+11,0.418,229230,37373,8021
28-07-2018,594438,5.17867E+12,4.12E+19,1.40388E+11,0.363,188093,31763,8180
29-07-2018,416568,5.59579E+12,4.78E+19,1.40842E+11,0.367,168237,32179,8206
30-07-2018,727266,5.94944E+12,3.99E+19,1.39768E+11,0.347,230790,37855,8142
31-07-2018,765612,5.94944E+12,4.30E+19,1.36125E+11,0.343,242830,38962,7929
01-08-2018,821987,5.94944E+12,4.47E+19,1.30142E+11,0.321,240894,39603,7580
02-08-2018,640873,5.94944E+12,4.54E+19,1.30467E+11,0.324,224720,37572,7598
03-08-2018,656039,5.94944E+12,4.73E+19,1.27133E+11,0.328,229693,39186,7403
04-08-2018,456502,5.94944E+12,5.05E+19,1.24702E+11,0.319,191481,33342,7260
05-08-2018,467620,5.94944E+12,4.97E+19,1.20394E+11,0.284,172021,30523,7009
06-08-2018,821792,5.94944E+12,4.30E+19,1.20366E+11,0.27,218476,35064,7006
07-08-2018,819190,5.94944E+12,4.09E+19,1.20265E+11,0.327,232894,34996,7000
08-08-2018,640815,5.94944E+12,4.64E+19,1.10893E+11,0.276,235154,36169,6454
09-08-2018,647423,5.94944E+12,4.55E+19,1.09956E+11,0.265,222177,34503,6398
10-08-2018,644585,5.94944E+12,4.78E+19,1.10312E+11,0.298,225972,34108,6414
11-08-2018,496684,6.19784E+12,5.56E+19,1.06575E+11,0.238,192268,29578,6195
12-08-2018,474588,6.38932E+12,5.21E+19,1.08664E+11,0.237,164889,28188,6316
13-08-2018,735630,6.38932E+12,4.65E+19,1.09358E+11,0.259,222079,31628,6356
14-08-2018,803219,6.38932E+12,4.61E+19,1.04343E+11,0.227,247486,36996,6064
15-08-2018,616456,6.38932E+12,4.79E+19,1.09748E+11,0.271,245905,35084,6377
16-08-2018,598934,6.38932E+12,5.02E+19,1.0932E+11,0.253,232177,33037,6351
17-08-2018,648174,6.38932E+12,4.90E+19,1.11446E+11,0.254,233642,32168,6474
18-08-2018,467559,6.38932E+12,5.08E+19,1.11199E+11,0.256,190775,27953,6459
19-08-2018,485097,6.38932E+12,4.89E+19,1.10398E+11,0.24,167255,26854,6412
20-08-2018,628286,6.38932E+12,4.64E+19,1.11264E+11,0.265,214833,33467,6462
21-08-2018,599173,6.38932E+12,4.82E+19,1.10406E+11,0.249,217629,33425,6411
22-08-2018,596120,6.38932E+12,4.85E+19,1.13527E+11,0.275,230173,32026,6592
23-08-2018,582677,6.38932E+12,4.92E+19,1.11009E+11,0.246,217203,33815,6445
24-08-2018,630163,6.50504E+12,4.69E+19,1.1311E+11,0.258,219702,29804,6566
25-08-2018,596237,6.72723E+12,4.87E+19,1.15973E+11,0.236,196285,26122,6731
26-08-2018,450922,6.72723E+12,5.28E+19,1.15295E+11,0.277,172574,23840,6691
27-08-2018,564830,6.72723E+12,5.75E+19,1.16029E+11,0.274,223471,28754,6733
28-08-2018,706795,6.72723E+12,5.69E+19,1.20597E+11,0.241,237886,33359,6997
29-08-2018,714998,6.72723E+12,4.87E+19,1.21814E+11,0.255,237369,31756,7067
30-08-2018,630848,6.72723E+12,5.11E+19,1.19764E+11,0.265,231237,31447,6947
31-08-2018,633720,6.72723E+12,4.87E+19,1.20588E+11,0.282,236921,32099,6994
01-09-2018,609255,6.72723E+12,5.27E+19,1.22656E+11,0.257,213180,30166,7114
02-09-2018,512143,6.72723E+12,4.99E+19,1.25008E+11,0.264,187001,29111,7249
03-09-2018,667476,6.72723E+12,4.89E+19,1.25371E+11,0.271,222753,34835,7269
04-09-2018,751912,6.72723E+12,4.52E+19,1.26463E+11,0.26,232139,35005,7332
05-09-2018,758494,6.72723E+12,4.21E+19,1.23255E+11,0.286,246345,35456,7145
06-09-2018,695575,6.72723E+12,4.97E+19,1.11141E+11,0.247,252111,37078,6442
07-09-2018,702828,6.97118E+12,5.16E+19,1.11512E+11,0.241,230638,33033,6463
08-09-2018,554456,7.0192E+12,5.32E+19,1.10095E+11,0.227,204278,28446,6380
09-09-2018,489016,7.0192E+12,5.30E+19,1.08849E+11,0.245,188749,30519,6308
10-09-2018,711622,7.0192E+12,5.36E+19,1.08855E+11,0.201,222731,33868,6307
11-09-2018,758094,7.0192E+12,5.03E+19,1.08954E+11,0.224,237430,32809,6312
12-09-2018,553112,7.0192E+12,5.18E+19,1.08532E+11,0.258,233107,29716,6287
13-09-2018,642557,7.0192E+12,5.45E+19,1.1136E+11,0.221,234061,32269,6450
14-09-2018,772376,7.0192E+12,4.91E+19,1.12348E+11,0.222,223118,31041,6507
15-09-2018,605508,7.0192E+12,4.70E+19,1.12647E+11,0.245,210931,27319,6523
16-09-2018,491915,7.0192E+12,4.99E+19,1.121E+11,0.228,179344,26995,6491
17-09-2018,703111,7.0192E+12,4.64E+19,1.10681E+11,0.235,240017,31037,6408
18-09-2018,695562,7.0192E+12,5.12E+19,1.08948E+11,0.221,244117,30885,6307
19-09-2018,617348,7.0192E+12,5.23E+19,1.09724E+11,0.239,250881,31000,6352
20-09-2018,623055,7.03133E+12,5.39E+19,1.10963E+11,0.231,253520,32268,6423
21-09-2018,772889,7.15263E+12,5.01E+19,1.15192E+11,0.243,272907,34302,6667
22-09-2018,558180,7.15263E+12,5.58E+19,1.16014E+11,0.235,225382,27695,6714
23-09-2018,501512,7.15263E+12,5.32E+19,1.16002E+11,0.238,200169,29057,6712
24-09-2018,614946,7.15263E+12,5.43E+19,1.14858E+11,0.228,237522,32186,6645
25-09-2018,582886,7.15263E+12,5.73E+19,1.11043E+11,0.239,251944,33771,6424
26-09-2018,680780,7.15263E+12,5.59E+19,1.11849E+11,0.203,243788,32810,6470
27-09-2018,663091,7.15263E+12,4.84E+19,1.12867E+11,0.244,248543,31898,6528
28-09-2018,649784,7.15263E+12,5.44E+19,1.15567E+11,0.24,254085,29550,6683
29-09-2018,532140,7.15263E+12,5.48E+19,1.13581E+11,0.23,218187,28728,6568
30-09-2018,484096,7.15263E+12,5.51E+19,1.14324E+11,0.246,208047,27646,6610
01-10-2018,632120,7.15263E+12,5.73E+19,1.14341E+11,0.23,242662,31878,6610
02-10-2018,786916,7.15263E+12,5.32E+19,1.13815E+11,0.215,244635,31648,6579
03-10-2018,639640,7.15263E+12,5.17E+19,1.12185E+11,0.23,242158,31711,6484
04-10-2018,608590,7.36427E+12,5.12E+19,1.13902E+11,0.243,243007,34224,6583
05-10-2018,712057,7.45497E+12,5.26E+19,1.13938E+11,0.206,244589,34221,6584
06-10-2018,694225,7.45497E+12,4.67E+19,1.14189E+11,0.223,214718,29246,6598
07-10-2018,584277,7.45497E+12,5.38E+19,1.13887E+11,0.219,219589,28503,6580
08-10-2018,728521,7.45497E+12,4.86E+19,1.14769E+11,0.232,247906,37692,6630
09-10-2018,744981,7.45497E+12,4.66E+19,1.14929E+11,0.234,235732,35538,6639
10-10-2018,696348,7.45497E+12,5.36E+19,1.13933E+11,0.223,244801,33842,6581
11-10-2018,703928,7.45497E+12,5.54E+19,1.08817E+11,0.227,262308,32278,6284
12-10-2018,800491,7.45497E+12,5.48E+19,1.0872E+11,0.191,243042,28937,6278
13-10-2018,627872,7.45497E+12,5.16E+19,1.08907E+11,0.216,204956,27760,6288
14-10-2018,707509,7.45497E+12,4.51E+19,1.09727E+11,0.202,191145,28150,6335
15-10-2018,725749,7.45497E+12,5.32E+19,1.14568E+11,0.255,266783,35275,6614
16-10-2018,793440,7.45497E+12,5.43E+19,1.15059E+11,0.209,257832,35006,6642
17-10-2018,808803,7.45497E+12,5.07E+19,1.14509E+11,0.227,260224,33145,6609
18-10-2018,755795,7.42736E+12,5.28E+19,1.14269E+11,0.218,253312,30155,6595
19-10-2018,775567,7.18285E+12,4.80E+19,1.12877E+11,0.243,253684,28097,6514
20-10-2018,668708,7.18285E+12,5.17E+19,1.1311E+11,0.228,227678,23204,6526
21-10-2018,654399,7.18285E+12,5.04E+19,1.13954E+11,0.226,211367,22298,6574
22-10-2018,704954,7.18285E+12,5.36E+19,1.13316E+11,0.238,255169,30300,6537
23-10-2018,710421,7.18285E+12,5.68E+19,1.1288E+11,0.223,253309,30702,6511
24-10-2018,871942,7.18285E+12,4.31E+19,1.13222E+11,0.217,253978,29969,6530
25-10-2018,785480,7.18285E+12,4.40E+19,1.12743E+11,0.255,254462,25693,6502
26-10-2018,778272,7.18285E+12,5.20E+19,1.12596E+11,0.225,252859,25493,6493
27-10-2018,693978,7.18285E+12,5.24E+19,1.12582E+11,0.212,233613,20631,6491
28-10-2018,658009,7.18285E+12,4.68E+19,1.12455E+11,0.245,219720,20711,6483
29-10-2018,755671,7.18285E+12,5.36E+19,1.11127E+11,0.22,269608,26541,6406
30-10-2018,736163,7.18285E+12,5.06E+19,1.09833E+11,0.243,283173,25290,6331
31-10-2018,713981,7.18285E+12,5.76E+19,1.09829E+11,0.226,288120,33944,6330
