time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1671465600,1181.5,1171.84,1179.95,44093.82,51852372.53,1175.93,direct,
1671469200,1176.64,1165.63,1175.93,38735.59,45370248.45,1173.31,direct,
1671472800,1179.4,1168,1173.31,31666.59,37156105.67,1168.56,direct,
1671476400,1174.01,1167.67,1168.56,27019.84,31630304.26,1170.66,direct,
1671480000,1176.79,1168.52,1170.66,18952.04,22236178.82,1175.98,direct,
1671483600,1180.85,1174.89,1175.98,18401.9,21668288.64,1175.82,direct,
1671487200,1176.13,1152.43,1175.82,45839.28,53347277.39,1161.82,direct,
1671490800,1169.61,1161.42,1161.82,26522,30934983.72,1167.68,direct,
1671494400,1174.64,1163.29,1167.68,24162.37,28258378.45,1172.01,direct,
1671498000,1191.06,1171.96,1172.01,36965.34,43693506.4,1185.53,direct,
1671501600,1196.61,1183.57,1185.53,27011.64,32159935.26,1192.96,direct,
1671505200,1198.13,1188.3,1192.96,25993.71,30973660.87,1192.75,direct,
1671508800,1212.5,1190.64,1192.75,40130.55,48285241.36,1208.67,direct,
1671512400,1210.25,1204.08,1208.67,21105.18,25472862.46,1208.39,direct,
1671516000,1213.3,1205.77,1208.39,19346.45,23404202.79,1212.75,direct,
1671519600,1213.27,1206.22,1212.75,13581.99,16420837.64,1208.43,direct,
1671523200,1211.63,1206.04,1208.43,14274.22,17238874.85,1210.68,direct,
1671526800,1211.8,1208.16,1210.68,13942.4,16865549.07,1210.76,direct,
1671530400,1211.15,1207.79,1210.76,10663.58,12894711.45,1208.43,direct,
1671534000,1217.34,1207.62,1208.43,25986.86,31521645.58,1212.21,direct,
1671537600,1217.05,1212.02,1212.21,21003.5,25500127.47,1213.69,direct,
1671541200,1214.49,1209.44,1213.69,18534.8,22469202.47,1210.84,direct,
1671544800,1221.66,1204.65,1210.84,62526.4,75733630.52,1218.6,direct,
1671548400,1228.37,1213.47,1218.6,58731.26,71648487.98,1217.65,direct,
1671552000,1218.15,1205.97,1217.65,44557.21,53942696.17,1212.36,direct,
1671555600,1213.64,1208.99,1212.36,16769.68,20311696.08,1211.79,direct,
1671559200,1217.39,1209.52,1211.79,24869.42,30183055.15,1214.72,direct,
1671562800,1218,1214.69,1214.72,22708,27623170.91,1216.53,direct,
1671566400,1219.61,1212.03,1216.53,22775.39,27705313.08,1213.12,direct,
1671570000,1216.64,1211.98,1213.12,13765.06,16710980.41,1216.29,direct,
1671573600,1217.28,1213.43,1216.29,11700.86,14221929,1215.69,direct,
1671577200,1220.22,1215.68,1215.69,18430.99,22451896.92,1216.96,direct,
1671580800,1218.63,1207.65,1216.96,35822.57,43424693.45,1209.34,direct,
1671584400,1213.14,1208.27,1209.34,20700.69,25068685.91,1212.44,direct,
1671588000,1212.96,1209.32,1212.44,13523.79,16378251.62,1210.41,direct,
1671591600,1210.94,1206.83,1210.41,17216.76,20815899.31,1210.63,direct,
1671595200,1210.77,1206.18,1210.63,20986.41,25367006.06,1207.13,direct,
1671598800,1212.2,1204.4,1207.13,24371.41,29452522.76,1210.93,direct,
1671602400,1212.85,1210.05,1210.93,10083.47,12217607.25,1211.65,direct,
1671606000,1213.73,1210.64,1211.65,10051.09,12182249.31,1211.16,direct,
1671609600,1218.17,1207.8,1211.16,22225.9,26948412.22,1215.65,direct,
1671613200,1216.96,1213.89,1215.65,11611.55,14111317.83,1215.35,direct,
1671616800,1218.13,1214.7,1215.35,8028.42,9764809.25,1216.56,direct,
1671620400,1217.81,1214.02,1216.56,9365.68,11386375.02,1217,direct,
1671624000,1217.35,1213,1217,11662.52,14164412.64,1213.58,direct,
1671627600,1216,1211.06,1213.58,13885.38,16852657.03,1214.85,direct,
1671631200,1220.46,1207.54,1214.85,35684.95,43350174.18,1210.64,direct,
1671634800,1216.06,1209.48,1210.64,28488.24,34579355.67,1215.67,direct,
1671638400,1215.96,1210.43,1215.67,24274.89,29444461.45,1210.45,direct,
1671642000,1211.61,1207.75,1210.45,19769.71,23912534.56,1211.38,direct,
1671645600,1212.3,1209.2,1211.38,13708.19,16594306.57,1209.65,direct,
1671649200,1211.36,1206.92,1209.65,14339.67,17342792.82,1208.25,direct,
1671652800,1209.74,1206.91,1208.25,18368.88,22197976.46,1209.56,direct,
1671656400,1211.72,1209.06,1209.56,13146.5,15914203.42,1211.51,direct,
1671660000,1211.82,1209.58,1211.51,11813.04,14300524.29,1209.67,direct,
1671663600,1214.56,1208.49,1209.67,18755.67,22725073.1,1213.84,direct,
1671667200,1217.13,1211.84,1213.84,17109.77,20778413.17,1217.06,direct,
1671670800,1217.79,1212.46,1217.06,13878.67,16861221.72,1212.67,direct,
1671674400,1214.48,1211.94,1212.67,7849.9,9526315,1214.16,direct,
1671678000,1215.24,1213.44,1214.16,8647.47,10500519.65,1214.5,direct,
1671681600,1214.89,1211.37,1214.5,8466.66,10272246.14,1212.1,direct,
1671685200,1212.35,1210.1,1212.1,10701.16,12960552.05,1211.18,direct,
1671688800,1211.86,1210.12,1211.18,10013.28,12128708.73,1211.12,direct,
1671692400,1213.78,1209.76,1211.12,9152.14,11090432.14,1213.73,direct,
1671696000,1218.36,1212.62,1213.73,19249.4,23391578.92,1215.29,direct,
1671699600,1220.78,1214.3,1215.29,21981.05,26762416.34,1218.3,direct,
1671703200,1220.29,1216.71,1218.3,12075.9,14709617.23,1217.11,direct,
1671706800,1219.14,1215.12,1217.11,14373.46,17493946.13,1217.29,direct,
1671710400,1218.52,1215.23,1217.29,12442.06,15136310.98,1215.28,direct,
1671714000,1215.95,1208.76,1215.28,35440.09,42926883.37,1210.37,direct,
1671717600,1211.22,1192.33,1210.37,52718.3,63295440.19,1192.74,direct,
1671721200,1193.33,1185.38,1192.74,43111.32,51222031.76,1186.69,direct,
1671724800,1191.31,1185.78,1186.69,31604.71,37586904.94,1190.77,direct,
1671728400,1191.67,1183.8,1190.77,30075.27,35732925.09,1187.54,direct,
1671732000,1190.84,1185.89,1187.54,16282.06,19354391.47,1189.27,direct,
1671735600,1194.99,1188.89,1189.27,16770.67,19996995.51,1194.88,direct,
1671739200,1230.41,1194.11,1194.88,72338.34,87933343.81,1217.11,direct,
1671742800,1218.15,1213.44,1217.11,29972.37,36420478.93,1214.72,direct,
1671746400,1218.6,1213.58,1214.72,18958.54,23054929.5,1215.82,direct,
1671750000,1218.4,1214.92,1215.82,15049.99,18311377.16,1217.51,direct,
1671753600,1218.36,1214.81,1217.51,15547.46,18908099.82,1215.14,direct,
1671757200,1217.32,1214.58,1215.14,10228.79,12437415.15,1216.91,direct,
1671760800,1226.83,1215.58,1216.91,22343.27,27271951.44,1224.24,direct,
1671764400,1228.48,1222.25,1224.24,24726.21,30288191.3,1223.76,direct,
1671768000,1224.18,1221.03,1223.76,11235.56,13731326.93,1223.16,direct,
1671771600,1224.55,1220.28,1223.16,10283.58,12565593.58,1221.03,direct,
1671775200,1222.38,1219.66,1221.03,8543.47,10431657.28,1221.2,direct,
1671778800,1222.5,1220.73,1221.2,8323.96,10170589.11,1221.92,direct,
1671782400,1222.16,1216.77,1221.92,20559.38,25051817.39,1218.6,direct,
1671786000,1219.85,1217.12,1218.6,13724.53,16722895.82,1219.33,direct,
1671789600,1225.77,1219.05,1219.33,20626.63,25217374.81,1224.3,direct,
1671793200,1224.64,1221.73,1224.3,12154.38,14865009.53,1222.8,direct,
1671796800,1224.73,1221.5,1222.8,11732.98,14350393.29,1224.69,direct,
1671800400,1228.48,1215.26,1224.69,63863.86,78067986.6,1220.72,direct,
1671804000,1221.7,1213.65,1220.72,41463.2,50472472.92,1215.17,direct,
1671807600,1224.32,1214.47,1215.17,39323,47943054.53,1219.24,direct,
1671811200,1219.8,1216.66,1219.24,20518.29,24994177.13,1217.59,direct,
1671814800,1219.84,1216.72,1217.59,14556.04,17734527.41,1218.68,direct,
1671818400,1220.77,1217.46,1218.68,13415.21,16356342.56,1218.4,direct,
1671822000,1220.4,1217.73,1218.4,12534.86,15283460.36,1220.04,direct,
1671825600,1220.91,1217.68,1220.04,25694,31336230.16,1219.59,direct,
